SERIES TITLE,SUBSERIES TITLE,Institution,Location,subseries - date - single,subseries - date - range,FILE TITLE,Physical description - type,physical description - extent,physical description - dimensions,LINK,date type,date - single,date - range
Master Audiorecordings,Camp Robindel Side 1 MCFT-M-1021,Camp Robindel Side 1 MCFT-M-1021,,1981,1981/1981,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 MCFT-M-1021,Camp Robindel Side 1 MCFT-M-1021,,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 MCFT-M-1021,Camp Robindel Side 2 MCFT-M-1021,,1981,1981/1981,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 MCFT-M-1021,Camp Robindel Side 2 MCFT-M-1021,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 1 MCRT-M-1021,Raquette Lake Girls Camp Side 1 MCRT-M-1021,,1981,1981/1981,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 1 MCRT-M-1021,Raquette Lake Girls Camp Side 1 MCRT-M-1021,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2 MCFT-M-1021,Raquette Lake Girls Camp Side 2 MCFT-M-1021,,1981,1981/1981,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2 MCFT-M-1021,Raquette Lake Girls Camp Side 2 MCFT-M-1021,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1 MCFTM-1021,Camp Swatonah Side 1 MCFTM-1021,,1981,1981/1981,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1 MCFTM-1021,Camp Swatonah Side 1 MCFTM-1021,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2 MCFT-M-1021,Camp Swatonah Side 2 MCFT-M-1021,,1981,1981/1981,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2 MCFT-M-1021,Camp Swatonah Side 2 MCFT-M-1021,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 1 MCFT-M-1021,Camp Lenore-Owaissa Side 1 MCFT-M-1021,,1981,1981/1981,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 1 MCFT-M-1021,Camp Lenore-Owaissa Side 1 MCFT-M-1021,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 2,Camp Lenore-Owaissa Side 2,,1981,1981/1981,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 2,Camp Lenore-Owaissa Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1,Camp Roosevelt Side 1,,1982,1982/1982,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1,Camp Roosevelt Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2,Camp Roosevelt Side 2,,1982,1982/1982,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2,Camp Roosevelt Side 2,,,,,,,,,,,
Master Audiorecordings,"Raquette Lake Camp Side 1 (""Sing"")","Raquette Lake Camp Side 1 (""Sing"")",,1982,1982/1982,,,,,,,,
Master Audiorecordings,"Raquette Lake Camp Side 1 (""Sing"")","Raquette Lake Camp Side 1 (""Sing"")",,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,1982,1982/1982,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Blue Star Side 1,Camp Blue Star Side 1,,1982,1982/1982,,,,,,,,
Master Audiorecordings,Camp Blue Star Side 1,Camp Blue Star Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Blue Star Side 2 MCFT-M-1655,Camp Blue Star Side 2 MCFT-M-1655,,1982,1982/1982,,,,,,,,
Master Audiorecordings,Camp Blue Star Side 2 MCFT-M-1655,Camp Blue Star Side 2 MCFT-M-1655,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,1982,1982/1982,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,1982,1982/1982,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 (Blue Team),Camp Robindel Side 1 (Blue Team),,1983,1983/1983,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 (Blue Team),Camp Robindel Side 1 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 (White Team),Camp Robindel Side 2 (White Team),,1983,1983/1983,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 (White Team),Camp Robindel Side 2 (White Team),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,1983,1983/1983,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2,Camp Roosevelt Side 2,,1983,1983/1983,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2,Camp Roosevelt Side 2,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp,Raquette Lake Girls Camp,,1983,1983/1983,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp,Raquette Lake Girls Camp,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp,Raquette Lake Girls Camp,,1983,1983/1983,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp,Raquette Lake Girls Camp,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Sing Side 1,Camp Lenore-Owaissa Sing Side 1,,1983,1983/1983,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Sing Side 1,Camp Lenore-Owaissa Sing Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 2,Camp Lenore-Owaissa Side 2,,1983,1983/1983,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 2,Camp Lenore-Owaissa Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Blue Star Side 1,Camp Blue Star Side 1,,1984,1984/1984,,,,,,,,
Master Audiorecordings,Camp Blue Star Side 1,Camp Blue Star Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Blue Star Side 2,Camp Blue Star Side 2,,1984,1984/1984,,,,,,,,
Master Audiorecordings,Camp Blue Star Side 2,Camp Blue Star Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1,Camp Roosevelt Side 1,,1984,1984/1984,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1,Camp Roosevelt Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2,Camp Roosevelt Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2,Camp Roosevelt Side 2,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 1,Raquette Lake Girls Camp Side 1,,1984,1984/1984,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 1,Raquette Lake Girls Camp Side 1,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,1984,1984/1984,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 (Blue Team),Camp Robindel Side 1 (Blue Team),,1984,1984/1984,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 (Blue Team),Camp Robindel Side 1 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 (White Team),Camp Robindel Side 2 (White Team),,1984,1984/1984,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 (White Team),Camp Robindel Side 2 (White Team),,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 1,Camp Lenore-Owaissa Side 1,,1984,1984/1984,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 1,Camp Lenore-Owaissa Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 2,Camp Lenore-Owaissa Side 2,,1984,1984/1984,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 2,Camp Lenore-Owaissa Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,1984,1984/1984,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,1984,1984/1984,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 (Blue Team),Camp Robindel Side 1 (Blue Team),,1985,1985/1985,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 (Blue Team),Camp Robindel Side 1 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 (White Team),Camp Robindel Side 2 (White Team),,1985,1985/1985,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 (White Team),Camp Robindel Side 2 (White Team),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1,Camp Roosevelt Side 1,,1985,1985/1985,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1,Camp Roosevelt Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Girls),Camp Roosevelt Side 2 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Girls),Camp Roosevelt Side 2 (Girls),,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 1,Raquette Lake Girls Camp Side 1,,1985,1985/1985,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 1,Raquette Lake Girls Camp Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenore-Owaissa Side 1,Camp Lenore-Owaissa Side 1,,1985,1985/1985,,,,,,,,
